"Step","melting_runseed=4 - training/episode/reward","melting_runseed=4 - training/episode/reward__MIN","melting_runseed=4 - training/episode/reward__MAX","melting_runseed=3 - training/episode/reward","melting_runseed=3 - training/episode/reward__MIN","melting_runseed=3 - training/episode/reward__MAX","melting_runseed=2 - training/episode/reward","melting_runseed=2 - training/episode/reward__MIN","melting_runseed=2 - training/episode/reward__MAX","melting_runseed=1 - training/episode/reward","melting_runseed=1 - training/episode/reward__MIN","melting_runseed=1 - training/episode/reward__MAX","melting_runseed=0 - training/episode/reward","melting_runseed=0 - training/episode/reward__MIN","melting_runseed=0 - training/episode/reward__MAX"
"21503552","4931","4931","4931","","","","","","","","","","","",""
"21503680","","","","","","","","","","3918","3918","3918","","",""
"21504256","4447","4447","4447","","","","","","","","","","","",""
"21504320","4680","4680","4680","","","","","","","","","","","",""
"21505152","","","","","","","4730","4730","4730","","","","","",""
"21505344","","","","","","","","","","","","","4714","4714","4714"
"21506176","4711","4711","4711","","","","","","","","","","","",""
"21506624","","","","4024","4024","4024","","","","","","","","",""
"21506688","","","","","","","","","","3510","3510","3510","","",""
"21506880","","","","","","","","","","4191","4191","4191","","",""
"21507136","","","","4850","4850","4850","","","","","","","","",""
"21507328","","","","","","","","","","3574","3574","3574","","",""
"21508800","","","","","","","","","","4708","4708","4708","","",""
"21509056","","","","","","","4555","4555","4555","","","","","",""
"21509248","","","","","","","4673","4673","4673","","","","","",""
"21509312","","","","","","","3186","3186","3186","","","","4598","4598","4598"
"21509760","","","","4178","4178","4178","","","","","","","","",""
"21510080","","","","4740","4740","4740","","","","","","","","",""
"21510208","","","","4301","4301","4301","","","","","","","","",""
"21510464","","","","","","","","","","","","","4024","4024","4024"
"21510528","","","","","","","","","","","","","4836","4836","4836"
"21510912","","","","","","","","","","4913","4913","4913","","",""
"21511488","","","","4261","4261","4261","","","","","","","","",""
"21511552","","","","4854","4854","4854","","","","","","","","",""
"21511616","","","","","","","","","","4926","4926","4926","","",""
"21512064","","","","","","","4157","4157","4157","","","","","",""
"21512256","","","","","","","","","","4334","4334","4334","","",""
"21512320","","","","4742","4742","4742","","","","","","","","",""
"21512448","","","","","","","","","","","","","4224","4224","4224"
"21512704","4680","4680","4680","","","","","","","4880","4880","4880","","",""
"21512960","","","","","","","","","","4432","4432","4432","","",""
"21513024","","","","","","","","","","","","","4894","4894","4894"
"21513152","","","","","","","4888","4888","4888","","","","","",""
"21513344","","","","","","","","","","4692","4692","4692","","",""
"21513920","","","","4283","4283","4283","","","","","","","","",""
"21513984","","","","","","","","","","4510","4510","4510","","",""
"21514240","","","","","","","","","","4645","4645","4645","","",""
"21514496","","","","","","","","","","4878","4878","4878","","",""
"21514624","","","","4834","4834","4834","","","","","","","","",""
"21514688","","","","","","","","","","4591","4591","4591","","",""
"21514880","","","","","","","","","","","","","4676","4676","4676"
"21515200","","","","","","","","","","","","","4926","4926","4926"
"21515328","4769","4769","4769","","","","","","","","","","","",""
"21515584","","","","","","","","","","","","","4660","4660","4660"
"21515648","","","","4513","4513","4513","","","","4475","4475","4475","","",""
"21515712","","","","","","","","","","3896","3896","3896","","",""
"21515904","4570","4570","4570","","","","","","","","","","","",""
"21515968","4625","4625","4625","4669","4669","4669","","","","4468","4468","4468","","",""
"21516224","","","","4583","4583","4583","","","","","","","","",""
"21516608","4915","4915","4915","","","","","","","","","","","",""
"21516800","","","","4144","4144","4144","","","","","","","","",""
"21516992","4653","4653","4653","4752","4752","4752","","","","","","","","",""
"21517440","","","","","","","4831","4831","4831","","","","","",""
"21517824","","","","","","","","","","4328","4328","4328","","",""
"21518656","4613","4613","4613","","","","","","","","","","4854","4854","4854"
"21519168","","","","3968","3968","3968","","","","3793","3793","3793","","",""
"21519232","","","","","","","4454","4454","4454","","","","","",""
"21519424","","","","","","","","","","","","","4123","4123","4123"
"21519808","","","","","","","","","","4872","4872","4872","4756","4756","4756"
"21520000","","","","","","","","","","4125","4125","4125","","",""
"21520128","","","","","","","","","","4735","4735","4735","","",""
"21520192","","","","","","","","","","","","","4858","4858","4858"
"21520256","","","","","","","","","","","","","4871","4871","4871"
"21520576","","","","","","","","","","","","","4812","4812","4812"
"21521344","","","","","","","4735","4735","4735","","","","","",""
"21522368","","","","4864","4864","4864","","","","","","","","",""
"21522944","4901","4901","4901","","","","","","","","","","","",""
"21523200","","","","","","","4743","4743","4743","4423","4423","4423","","",""
"21523456","","","","","","","","","","4350","4350","4350","","",""
"21524224","","","","4183","4183","4183","","","","","","","","",""
"21525056","4361","4361","4361","","","","","","","","","","","",""
"21525568","","","","4711","4711","4711","","","","","","","4443","4443","4443"
"21525888","","","","4895","4895","4895","","","","","","","","",""
"21526656","3776","3776","3776","","","","","","","","","","","",""
"21527424","4387","4387","4387","","","","","","","","","","","",""
"21527552","","","","","","","4877","4877","4877","","","","","",""
"21527616","","","","","","","","","","4818","4818","4818","","",""
"21528128","4882","4882","4882","","","","","","","","","","","",""
"21528384","","","","4774","4774","4774","","","","","","","","",""
"21529152","","","","4922","4922","4922","","","","","","","","",""
"21529344","","","","","","","4700","4700","4700","","","","4492","4492","4492"
"21529856","","","","","","","4318","4318","4318","","","","","",""
"21529984","","","","4038","4038","4038","","","","","","","","",""
"21530368","","","","4775","4775","4775","","","","4714","4714","4714","","",""
"21530688","","","","","","","","","","4841","4841","4841","","",""
"21530880","","","","3707","3707","3707","","","","","","","4776","4776","4776"
"21530944","","","","","","","","","","","","","4754","4754","4754"
"21531136","4913","4913","4913","","","","","","","","","","","",""
"21531200","","","","2849","2849","2849","","","","","","","","",""
"21531328","","","","4354","4354","4354","","","","","","","","",""
"21531520","","","","4296","4296","4296","","","","","","","","",""
"21531712","4558","4558","4558","","","","","","","4731","4731","4731","3770","3770","3770"
"21531776","","","","","","","3951","3951","3951","","","","","",""
"21531840","4552","4552","4552","","","","","","","","","","","",""
"21531968","","","","","","","4793","4793","4793","","","","","",""
"21532032","","","","4742","4742","4742","","","","","","","","",""
"21532544","","","","","","","","","","4683","4683","4683","","",""
"21532672","4688","4688","4688","","","","","","","","","","","",""
"21532992","4618","4618","4618","","","","","","","","","","","",""
"21533056","","","","4686","4686","4686","","","","","","","","",""
"21533568","","","","","","","","","","","","","4789","4789","4789"
"21533632","","","","4638","4638","4638","","","","","","","","",""
"21534400","","","","","","","4297","4297","4297","","","","","",""
"21535808","","","","","","","4551","4551","4551","","","","","",""
"21535872","4491","4491","4491","","","","","","","","","","","",""
"21536384","","","","4778","4778","4778","","","","4844","4844","4844","","",""
"21536448","","","","","","","4881","4881","4881","","","","","",""
"21536512","","","","","","","4819","4819","4819","","","","","",""
"21536640","4207","4207","4207","","","","","","","","","","","",""
"21536704","","","","","","","3880","3880","3880","","","","","",""
"21537152","","","","4683","4683","4683","","","","","","","4491","4491","4491"
"21537536","","","","4425","4425","4425","","","","4712","4712","4712","","",""
"21538112","","","","","","","","","","4634","4634","4634","","",""
"21538560","","","","","","","","","","4562","4562","4562","","",""
"21538688","","","","4686","4686","4686","","","","","","","","",""
"21538944","","","","","","","4597","4597","4597","","","","","",""
"21539008","","","","4769","4769","4769","","","","","","","","",""
"21539136","","","","","","","","","","2978","2978","2978","4768","4768","4768"
"21539520","","","","","","","","","","4755","4755","4755","","",""
"21539968","","","","","","","","","","","","","4330","4330","4330"
"21540096","","","","","","","","","","4320","4320","4320","","",""
"21540160","","","","","","","","","","4841","4841","4841","","",""
"21540224","","","","4549","4549","4549","","","","","","","","",""
"21540736","","","","","","","4910","4910","4910","","","","","",""
"21542208","","","","","","","4839","4839","4839","","","","","",""
"21542336","","","","3453","3453","3453","","","","","","","","",""
"21542656","","","","","","","","","","4542","4542","4542","","",""
"21542848","","","","","","","4904","4904","4904","","","","","",""
"21543360","4820","4820","4820","","","","","","","","","","","",""
"21543680","","","","","","","","","","","","","4770","4770","4770"
"21544192","4601","4601","4601","","","","","","","","","","","",""
"21544448","","","","4619","4619","4619","","","","","","","","",""
"21544832","","","","","","","4730","4730","4730","","","","","",""
"21545216","","","","","","","4724","4724","4724","","","","","",""
"21545408","","","","","","","","","","","","","4288","4288","4288"
"21545536","","","","4857","4857","4857","","","","","","","","",""
"21545856","4445","4445","4445","4811","4811","4811","","","","","","","","",""
"21545920","","","","4708","4708","4708","","","","","","","","",""
"21546240","","","","","","","","","","","","","4743","4743","4743"
"21546432","","","","","","","","","","4557","4557","4557","","",""
"21546560","","","","","","","","","","4587","4587","4587","4585","4585","4585"
"21547264","","","","4778","4778","4778","","","","","","","","",""
"21547328","","","","","","","","","","4902","4902","4902","","",""
"21547776","","","","","","","","","","4886","4886","4886","","",""
"21548032","","","","","","","","","","","","","4556","4556","4556"
"21548160","","","","","","","","","","","","","4828","4828","4828"
"21548288","","","","","","","","","","","","","4406","4406","4406"
"21548672","","","","","","","","","","4719","4719","4719","","",""
"21549888","4716","4716","4716","","","","","","","","","","","",""
"21550080","","","","4058","4058","4058","","","","","","","","",""
"21550848","","","","","","","3821","3821","3821","","","","","",""
"21551040","4896","4896","4896","","","","","","","","","","","",""
"21551104","4298","4298","4298","","","","","","","","","","","",""
"21551232","4628","4628","4628","","","","","","","","","","","",""
