"Step","melting_self_runseed=4 - training/episode/reward","melting_self_runseed=4 - training/episode/reward__MIN","melting_self_runseed=4 - training/episode/reward__MAX","melting_self_runseed=3 - training/episode/reward","melting_self_runseed=3 - training/episode/reward__MIN","melting_self_runseed=3 - training/episode/reward__MAX","melting_self_runseed=2 - training/episode/reward","melting_self_runseed=2 - training/episode/reward__MIN","melting_self_runseed=2 - training/episode/reward__MAX","melting_self_runseed=1 - training/episode/reward","melting_self_runseed=1 - training/episode/reward__MIN","melting_self_runseed=1 - training/episode/reward__MAX","melting_self_runseed=0 - training/episode/reward","melting_self_runseed=0 - training/episode/reward__MIN","melting_self_runseed=0 - training/episode/reward__MAX"
"1401152","","","","","","","","","","-5000","-5000","-5000","","",""
"1404224","","","","","","","4449","4449","4449","","","","","",""
"1405056","","","","","","","1214","1214","1214","","","","","",""
"1407872","","","","","","","","","","1192","1192","1192","","",""
"1408768","","","","","","","","","","130","130","130","","",""
"1409536","","","","","","","","","","","","","-5000","-5000","-5000"
"1410304","","","","3230","3230","3230","","","","","","","","",""
"1410752","","","","","","","","","","","","","2732","2732","2732"
"1411072","","","","","","","","","","3962","3962","3962","","",""
"1421888","","","","2697","2697","2697","","","","","","","","",""
"1426112","","","","","","","","","","","","","1740","1740","1740"
"1427456","","","","2695","2695","2695","","","","","","","","",""
"1428864","","","","2323","2323","2323","","","","","","","","",""
"1430400","","","","2968","2968","2968","","","","","","","","",""
"1434368","","","","","","","","","","","","","2119","2119","2119"
"1437120","-5000","-5000","-5000","","","","","","","","","","","",""
"1438080","","","","","","","","","","","","","-5000","-5000","-5000"
"1438912","","","","-5000","-5000","-5000","","","","","","","","",""
"1440832","","","","","","","","","","2070","2070","2070","","",""
"1441280","","","","-5000","-5000","-5000","","","","","","","","",""
"1442112","-5000","-5000","-5000","","","","","","","","","","","",""
"1442432","","","","","","","","","","","","","1092","1092","1092"
"1447296","","","","4066","4066","4066","","","","","","","","",""
"1449088","","","","","","","-5000","-5000","-5000","","","","","",""
"1451520","","","","2527","2527","2527","","","","","","","","",""
"1453184","","","","","","","","","","","","","4483","4483","4483"
"1456512","-5000","-5000","-5000","","","","","","","","","","","",""
"1461952","","","","-5000","-5000","-5000","","","","","","","","",""
"1469056","","","","","","","","","","","","","1068","1068","1068"
"1472512","","","","","","","","","","","","","1693","1693","1693"
"1473344","","","","","","","","","","","","","3476","3476","3476"
"1475712","","","","","","","","","","2","2","2","","",""
"1481088","","","","","","","","","","","","","4037","4037","4037"
"1482752","","","","","","","1831","1831","1831","","","","","",""
"1483840","","","","","","","","","","","","","-5000","-5000","-5000"
"1485184","","","","","","","","","","2520","2520","2520","","",""
"1490176","","","","","","","2184","2184","2184","","","","","",""
"1494080","4529","4529","4529","","","","","","","-5000","-5000","-5000","","",""
"1498176","","","","-5000","-5000","-5000","","","","","","","","",""
"1500480","-5000","-5000","-5000","","","","","","","","","","","",""
"1501312","","","","","","","","","","","","","2620","2620","2620"
"1504896","","","","","","","-5000","-5000","-5000","","","","","",""
"1505216","","","","","","","","","","","","","4661","4661","4661"
"1507584","","","","","","","","","","","","","3950","3950","3950"
"1511488","","","","","","","","","","1418","1418","1418","","",""
"1515456","","","","3598","3598","3598","","","","","","","","",""
"1518656","","","","","","","","","","","","","3017","3017","3017"
"1521984","","","","","","","","","","","","","-5000","-5000","-5000"
"1526080","4172","4172","4172","","","","","","","","","","","",""
"1529600","","","","","","","","","","4175","4175","4175","","",""
"1530048","","","","2697","2697","2697","","","","","","","","",""
"1533952","","","","","","","-5000","-5000","-5000","","","","","",""
"1537216","","","","2076","2076","2076","","","","","","","","",""
"1537920","","","","","","","2482","2482","2482","","","","","",""
"1539328","4171","4171","4171","","","","","","","","","","","",""
"1540288","","","","","","","","","","","","","1448","1448","1448"
"1542272","3543","3543","3543","","","","","","","","","","","",""
"1542592","","","","","","","","","","","","","-5000","-5000","-5000"
"1542720","","","","1894","1894","1894","","","","","","","","",""
"1543360","","","","3292","3292","3292","","","","","","","","",""
"1546880","1717","1717","1717","","","","","","","","","","","",""
"1549056","","","","","","","-5000","-5000","-5000","","","","","",""
"1550336","","","","","","","4405","4405","4405","2329","2329","2329","","",""
"1551744","4613","4613","4613","","","","","","","","","","","",""
"1552768","","","","","","","","","","2944","2944","2944","","",""
"1555904","","","","","","","","","","","","","-5000","-5000","-5000"
"1556928","","","","","","","","","","","","","-5000","-5000","-5000"
"1557888","2877","2877","2877","","","","","","","","","","","",""
"1560320","","","","","","","","","","","","","4176","4176","4176"
"1561024","","","","1778","1778","1778","","","","","","","","",""
"1562368","","","","","","","","","","2594","2594","2594","","",""
"1562688","","","","","","","-5000","-5000","-5000","","","","","",""
"1563264","","","","","","","","","","2200","2200","2200","","",""
"1570304","","","","","","","","","","","","","1475","1475","1475"
"1571904","","","","","","","2134","2134","2134","","","","","",""
"1572480","","","","536","536","536","","","","","","","","",""
"1574144","","","","1433","1433","1433","","","","","","","","",""
"1582656","","","","1331","1331","1331","","","","","","","","",""
"1588160","2334","2334","2334","","","","","","","","","","","",""
"1589120","","","","","","","4394","4394","4394","","","","","",""
"1591680","","","","","","","-5000","-5000","-5000","","","","","",""
"1591744","","","","","","","","","","93","93","93","","",""
"1592128","","","","2643","2643","2643","","","","","","","","",""
"1592704","","","","","","","4144","4144","4144","","","","","",""
"1594688","","","","","","","4051","4051","4051","","","","","",""
"1595264","","","","","","","","","","","","","56","56","56"
"1597632","","","","","","","928","928","928","","","","","",""
"1598208","","","","","","","","","","3234","3234","3234","","",""
"1599936","","","","","","","","","","-5000","-5000","-5000","-5000","-5000","-5000"
"1601408","730","730","730","","","","","","","","","","","",""
"1604224","3622","3622","3622","","","","","","","","","","","",""
"1609728","","","","","","","","","","","","","2399","2399","2399"
"1610624","","","","","","","","","","4188","4188","4188","","",""
"1614272","","","","","","","","","","1747","1747","1747","","",""
"1616704","","","","","","","762","762","762","","","","","",""
"1620672","","","","","","","4417","4417","4417","","","","","",""
"1621184","","","","1459","1459","1459","","","","","","","","",""
"1623168","","","","","","","","","","","","","2376","2376","2376"
"1626880","","","","","","","3908","3908","3908","","","","","",""
"1628672","","","","","","","","","","","","","4704","4704","4704"
"1637760","","","","","","","","","","","","","3669","3669","3669"
"1639168","-5000","-5000","-5000","","","","1134","1134","1134","","","","","",""
"1644544","","","","","","","","","","","","","2070","2070","2070"
"1649344","","","","","","","","","","2159","2159","2159","","",""
"1651008","","","","","","","","","","","","","222","222","222"
"1652032","","","","2309","2309","2309","","","","","","","","",""
"1654528","","","","","","","","","","4263","4263","4263","","",""
"1656064","","","","","","","","","","2122","2122","2122","","",""
"1657600","2945","2945","2945","","","","","","","","","","","",""
"1658368","3997","3997","3997","","","","","","","","","","","",""
"1659072","","","","-5000","-5000","-5000","","","","","","","","",""
"1660352","","","","-5000","-5000","-5000","","","","","","","","",""
"1664192","","","","","","","","","","","","","-5000","-5000","-5000"
"1665664","","","","","","","2258","2258","2258","","","","","",""
"1666368","","","","","","","3167","3167","3167","","","","","",""
"1668416","","","","","","","3492","3492","3492","","","","","",""
"1668480","-5000","-5000","-5000","","","","","","","","","","","",""
"1669504","-5000","-5000","-5000","","","","","","","","","","","",""
"1672064","-5000","-5000","-5000","","","","","","","","","","","",""
"1675328","-5000","-5000","-5000","","","","","","","","","","","",""
"1676352","","","","1720","1720","1720","","","","","","","","",""
"1678400","","","","","","","3220","3220","3220","","","","","",""
"1678912","","","","","","","","","","4289","4289","4289","","",""
"1681344","","","","","","","1371","1371","1371","","","","","",""
"1683520","","","","","","","","","","1171","1171","1171","","",""
"1683584","","","","","","","-5000","-5000","-5000","","","","","",""
"1684416","","","","","","","3098","3098","3098","","","","","",""
"1684608","","","","","","","","","","1765","1765","1765","","",""
"1685568","-5000","-5000","-5000","","","","","","","","","","","",""
"1686080","","","","","","","","","","","","","3404","3404","3404"
"1686784","-5000","-5000","-5000","","","","","","","","","","","",""
"1691008","","","","","","","-5000","-5000","-5000","","","","","",""
"1698560","","","","","","","-5000","-5000","-5000","","","","","",""
"1708096","","","","418","418","418","","","","","","","","",""
"1710080","","","","2385","2385","2385","","","","","","","","",""
"1711808","","","","","","","","","","","","","959","959","959"
"1713088","","","","3095","3095","3095","","","","","","","","",""
"1714816","","","","-5000","-5000","-5000","","","","","","","","",""
"1716608","","","","","","","3501","3501","3501","","","","","",""
"1719424","","","","","","","-5000","-5000","-5000","","","","1155","1155","1155"
"1720704","","","","","","","","","","3990","3990","3990","","",""
"1721728","","","","","","","-5000","-5000","-5000","","","","","",""
"1724224","","","","","","","","","","","","","4370","4370","4370"
"1725888","","","","2360","2360","2360","","","","","","","","",""
"1726272","-5000","-5000","-5000","","","","","","","","","","","",""
"1728320","2810","2810","2810","","","","","","","","","","","",""
"1728640","1007","1007","1007","","","","","","","","","","","",""
"1731072","","","","","","","","","","-5000","-5000","-5000","","",""
"1732672","3827","3827","3827","","","","","","","","","","","",""
"1735744","","","","","","","3916","3916","3916","","","","","",""
"1736192","","","","","","","","","","-5000","-5000","-5000","","",""
"1741888","","","","-5000","-5000","-5000","","","","","","","","",""
"1743744","4375","4375","4375","","","","","","","","","","","",""
"1746304","","","","-5000","-5000","-5000","","","","","","","","",""
"1747712","","","","","","","2462","2462","2462","","","","","",""
"1748480","","","","","","","","","","","","","-5000","-5000","-5000"
"1748672","2487","2487","2487","","","","","","","","","","","",""
"1748736","","","","","","","","","","3103","3103","3103","","",""
"1748864","","","","-5000","-5000","-5000","","","","","","","","",""
"1750016","","","","","","","","","","","","","1758","1758","1758"
"1755072","","","","","","","","","","1786","1786","1786","","",""
"1758272","","","","","","","2849","2849","2849","","","","","",""
"1761792","","","","","","","3795","3795","3795","","","","","",""
"1762112","-5000","-5000","-5000","","","","","","","","","","","",""
"1765184","","","","-5000","-5000","-5000","","","","","","","","",""
"1771648","","","","","","","","","","376","376","376","","",""
"1773568","4309","4309","4309","","","","","","","2375","2375","2375","","",""
"1779072","","","","","","","","","","-5000","-5000","-5000","","",""
"1783360","","","","","","","-5000","-5000","-5000","","","","","",""
"1786432","","","","","","","","","","987","987","987","","",""
"1787840","","","","","","","2326","2326","2326","","","","","",""
"1788544","","","","","","","-5000","-5000","-5000","","","","","",""
"1791680","","","","","","","","","","","","","2322","2322","2322"
"1793216","","","","","","","","","","","","","3476","3476","3476"
"1793472","","","","","","","","","","","","","3843","3843","3843"
"1794880","","","","","","","1825","1825","1825","","","","","",""
"1796288","","","","2876","2876","2876","","","","","","","","",""
"1796736","","","","","","","","","","1457","1457","1457","","",""
"1799296","","","","-5000","-5000","-5000","","","","","","","","",""
"1800640","","","","","","","","","","-5000","-5000","-5000","","",""
"1802240","2073","2073","2073","","","","","","","","","","","",""
"1804992","","","","3722","3722","3722","","","","","","","","",""
"1806848","","","","","","","","","","","","","1588","1588","1588"
"1810176","","","","","","","","","","-5000","-5000","-5000","","",""
"1813056","116","116","116","","","","","","","","","","","",""
"1814080","","","","","","","","","","-5000","-5000","-5000","","",""
"1814208","","","","","","","","","","4069","4069","4069","","",""
"1816256","","","","","","","-5000","-5000","-5000","","","","","",""
"1816576","","","","","","","-5000","-5000","-5000","","","","","",""
"1819008","","","","","","","","","","","","","3325","3325","3325"
"1820864","","","","","","","2439","2439","2439","","","","","",""
"1822336","-5000","-5000","-5000","","","","","","","","","","","",""
"1822784","3525","3525","3525","","","","","","","","","","","",""
"1824192","","","","","","","3362","3362","3362","","","","","",""
"1826176","3904","3904","3904","","","","","","","","","","","",""
"1826624","","","","","","","","","","-5000","-5000","-5000","","",""
"1833408","","","","","","","4162","4162","4162","","","","","",""
"1839744","3280","3280","3280","","","","","","","","","","","",""
"1841600","","","","","","","","","","3842","3842","3842","","",""
"1841920","","","","","","","-5000","-5000","-5000","","","","","",""
"1843968","","","","","","","","","","","","","4211","4211","4211"
"1844800","","","","","","","","","","1377","1377","1377","","",""
"1845056","","","","","","","375","375","375","","","","","",""
"1845312","","","","","","","","","","","","","3834","3834","3834"
"1845760","","","","4167","4167","4167","","","","","","","","",""
"1849600","","","","","","","-5000","-5000","-5000","","","","","",""
"1856960","","","","","","","","","","2449","2449","2449","","",""
"1857344","","","","","","","3868","3868","3868","","","","","",""
"1860288","","","","","","","","","","2316","2316","2316","","",""
"1861952","","","","2627","2627","2627","","","","","","","","",""
"1862400","","","","","","","4403","4403","4403","","","","","",""
"1862784","","","","","","","","","","1186","1186","1186","","",""
"1863680","2438","2438","2438","","","","","","","","","","","",""
"1868544","","","","","","","","","","-5000","-5000","-5000","","",""
"1870336","","","","","","","","","","-5000","-5000","-5000","741","741","741"
"1870720","-5000","-5000","-5000","","","","","","","","","","","",""
