"Step","baseline_runseed=4 - training/episode/reward","baseline_runseed=4 - training/episode/reward__MIN","baseline_runseed=4 - training/episode/reward__MAX","baseline_runseed=3 - training/episode/reward","baseline_runseed=3 - training/episode/reward__MIN","baseline_runseed=3 - training/episode/reward__MAX","baseline_runseed=2 - training/episode/reward","baseline_runseed=2 - training/episode/reward__MIN","baseline_runseed=2 - training/episode/reward__MAX","baseline_runseed=1 - training/episode/reward","baseline_runseed=1 - training/episode/reward__MIN","baseline_runseed=1 - training/episode/reward__MAX","baseline_runseed=0 - training/episode/reward","baseline_runseed=0 - training/episode/reward__MIN","baseline_runseed=0 - training/episode/reward__MAX"
"729152","","","","","","","-5000","-5000","-5000","","","","","",""
"731456","","","","3570","3570","3570","","","","","","","","",""
"735872","","","","","","","3501","3501","3501","","","","","",""
"736256","","","","","","","3495","3495","3495","","","","","",""
"738368","4510","4510","4510","","","","","","","","","","","",""
"738496","3267","3267","3267","","","","","","","","","","","",""
"738560","3665","3665","3665","","","","","","","","","","","",""
"739392","-5000","-5000","-5000","","","","","","","","","","","",""
"740096","-5000","-5000","-5000","","","","","","","","","","","",""
"741312","","","","","","","","","","-5000","-5000","-5000","","",""
"745920","","","","","","","","","","3344","3344","3344","","",""
"746752","","","","-5000","-5000","-5000","","","","","","","","",""
"747200","2926","2926","2926","","","","","","","","","","","",""
"747776","3315","3315","3315","","","","","","","","","","","",""
"747968","","","","","","","","","","3312","3312","3312","","",""
"748224","","","","","","","","","","1391","1391","1391","","",""
"748352","","","","","","","","","","3306","3306","3306","","",""
"750336","","","","","","","865","865","865","","","","","",""
"751808","-5000","-5000","-5000","","","","","","","","","","","",""
"754624","","","","471","471","471","","","","","","","","",""
"755264","","","","","","","","","","2548","2548","2548","","",""
"755456","","","","","","","","","","4029","4029","4029","","",""
"756928","","","","","","","1700","1700","1700","","","","","",""
"758080","","","","","","","","","","-5000","-5000","-5000","","",""
"758784","","","","","","","2453","2453","2453","","","","","",""
"759488","","","","-5000","-5000","-5000","","","","","","","","",""
"760448","","","","-5000","-5000","-5000","","","","","","","","",""
"761472","","","","","","","","","","-5000","-5000","-5000","","",""
"763968","","","","","","","","","","3062","3062","3062","","",""
"764416","","","","","","","-5000","-5000","-5000","","","","","",""
"764544","-5000","-5000","-5000","","","","","","","","","","","",""
"765696","","","","-5000","-5000","-5000","","","","","","","","",""
"766400","","","","3024","3024","3024","","","","","","","","",""
"767680","-5000","-5000","-5000","","","","","","","","","","","",""
"767936","","","","","","","-5000","-5000","-5000","","","","","",""
"768000","2932","2932","2932","","","","","","","","","","","",""
"769152","1404","1404","1404","","","","","","","","","","","",""
"769280","-5000","-5000","-5000","2979","2979","2979","","","","","","","","",""
"770560","994","994","994","","","","","","","","","","","",""
"770688","","","","","","","3006","3006","3006","","","","","",""
"771264","","","","","","","-5000","-5000","-5000","","","","","",""
"771328","","","","2947","2947","2947","","","","","","","","",""
"772608","","","","","","","","","","3634","3634","3634","","",""
"773184","-5000","-5000","-5000","","","","","","","","","","","",""
"775552","-5000","-5000","-5000","","","","","","","","","","","",""
"777664","","","","","","","3525","3525","3525","","","","","",""
"778304","","","","","","","-5000","-5000","-5000","","","","","",""
"778880","","","","","","","2034","2034","2034","","","","","",""
"780032","","","","","","","-5000","-5000","-5000","","","","","",""
"780096","","","","2810","2810","2810","","","","","","","","",""
"781312","","","","","","","","","","3872","3872","3872","","",""
"781376","","","","2790","2790","2790","","","","","","","","",""
"781440","","","","","","","","","","3336","3336","3336","","",""
"782016","","","","3158","3158","3158","","","","","","","","",""
"782400","","","","","","","2047","2047","2047","","","","","",""
"782656","-5000","-5000","-5000","","","","","","","","","","","",""
"783552","2756","2756","2756","","","","","","","","","","","",""
"783680","","","","","","","","","","-5000","-5000","-5000","","",""
"784192","","","","","","","","","","-5000","-5000","-5000","","",""
"784896","","","","","","","","","","2735","2735","2735","","",""
"785472","","","","","","","-5000","-5000","-5000","","","","","",""
"787264","","","","-5000","-5000","-5000","","","","","","","","",""
"787776","","","","","","","-5000","-5000","-5000","","","","","",""
"787968","","","","","","","-5000","-5000","-5000","","","","","",""
"790080","","","","","","","-5000","-5000","-5000","","","","","",""
"790336","2493","2493","2493","","","","","","","","","","","",""
"792384","","","","3405","3405","3405","","","","3741","3741","3741","","",""
"793024","54","54","54","","","","","","","","","","","",""
"793856","","","","2595","2595","2595","","","","","","","","",""
"795520","","","","","","","-5000","-5000","-5000","","","","2569","2569","2569"
"796224","","","","-5000","-5000","-5000","","","","","","","","",""
"798976","","","","","","","4020","4020","4020","","","","","",""
"801216","-5000","-5000","-5000","","","","","","","","","","","",""
"801792","","","","","","","","","","2471","2471","2471","","",""
"805568","","","","","","","","","","3510","3510","3510","","",""
"806336","-5000","-5000","-5000","","","","","","","","","","","",""
"808384","","","","","","","","","","2186","2186","2186","","",""
"809984","-5000","-5000","-5000","","","","","","","","","","","",""
"810752","","","","","","","3200","3200","3200","","","","","",""
"810816","","","","-5000","-5000","-5000","","","","","","","","",""
"812608","","","","","","","4345","4345","4345","","","","","",""
"813568","1692","1692","1692","","","","","","","","","","","",""
"813632","","","","-5000","-5000","-5000","","","","","","","","",""
"814016","","","","","","","2456","2456","2456","","","","","",""
"814080","","","","","","","2279","2279","2279","","","","","",""
"814912","","","","200","200","200","","","","","","","","",""
"815616","","","","","","","","","","4328","4328","4328","","",""
"816896","","","","2235","2235","2235","","","","","","","","",""
"817088","","","","2171","2171","2171","","","","","","","","",""
"817344","2475","2475","2475","","","","","","","1142","1142","1142","","",""
"819776","","","","","","","","","","1644","1644","1644","","",""
"821056","","","","","","","-5000","-5000","-5000","","","","","",""
"821888","2551","2551","2551","","","","","","","","","","","",""
"822208","","","","","","","","","","1194","1194","1194","","",""
"822720","","","","","","","","","","-5000","-5000","-5000","","",""
"824832","","","","","","","1308","1308","1308","","","","","",""
"825344","","","","-5000","-5000","-5000","","","","","","","","",""
"826880","","","","2036","2036","2036","","","","","","","","",""
"826944","","","","","","","-5000","-5000","-5000","","","","","",""
"831424","","","","","","","11","11","11","","","","","",""
"831744","","","","","","","4003","4003","4003","","","","","",""
"833792","","","","","","","141","141","141","","","","","",""
"834368","","","","","","","3246","3246","3246","","","","","",""
"834944","","","","","","","1953","1953","1953","","","","","",""
"835328","","","","","","","3216","3216","3216","","","","","",""
"835648","-5000","-5000","-5000","","","","","","","","","","","",""
"837184","","","","610","610","610","","","","","","","","",""
"838080","3925","3925","3925","","","","","","","","","","","",""
"840320","3434","3434","3434","","","","","","","","","","","",""
"840448","","","","1867","1867","1867","","","","","","","","",""
"841472","","","","","","","476","476","476","","","","","",""
"842112","","","","","","","","","","-5000","-5000","-5000","","",""
"842560","","","","3799","3799","3799","","","","","","","","",""
"843712","","","","","","","-5000","-5000","-5000","","","","","",""
"844096","","","","","","","1810","1810","1810","","","","","",""
"845376","","","","","","","","","","-5000","-5000","-5000","","",""
"846144","3779","3779","3779","","","","","","","","","","","",""
"846272","","","","","","","","","","-5000","-5000","-5000","","",""
"846912","","","","1054","1054","1054","","","","2095","2095","2095","","",""
"850368","1712","1712","1712","","","","","","","","","","","",""
"850816","","","","-5000","-5000","-5000","","","","","","","","",""
"851712","1878","1878","1878","","","","","","","","","","","",""
"852608","","","","-5000","-5000","-5000","","","","","","","","",""
"853312","718","718","718","","","","","","","","","","","",""
"854336","-5000","-5000","-5000","","","","","","","","","","","",""
"856000","","","","","","","","","","2203","2203","2203","","",""
"856512","","","","2956","2956","2956","","","","","","","","",""
"857152","1606","1606","1606","","","","","","","","","","","",""
"857984","","","","","","","","","","-5000","-5000","-5000","","",""
"859776","","","","","","","939","939","939","","","","","",""
"860544","","","","4267","4267","4267","","","","","","","","",""
"861440","3077","3077","3077","959","959","959","","","","","","","","",""
"861952","","","","","","","-5000","-5000","-5000","","","","","",""
"863488","","","","-5000","-5000","-5000","","","","","","","","",""
"866176","","","","","","","","","","3153","3153","3153","","",""
"866496","","","","","","","","","","2161","2161","2161","","",""
"868352","","","","","","","","","","1431","1431","1431","","",""
"868544","","","","","","","","","","-5000","-5000","-5000","","",""
"874304","-5000","-5000","-5000","","","","","","","","","","","",""
"875072","","","","-5000","-5000","-5000","","","","","","","","",""
"876800","","","","1174","1174","1174","","","","","","","","",""
"878336","","","","","","","-5000","-5000","-5000","","","","","",""
"878528","","","","","","","","","","3483","3483","3483","","",""
"878720","","","","","","","3615","3615","3615","","","","","",""
"880320","2249","2249","2249","","","","","","","","","","","",""
"880896","","","","","","","3397","3397","3397","","","","","",""
"885120","","","","","","","","","","564","564","564","","",""
"885632","","","","","","","","","","526","526","526","","",""
"885952","","","","-5000","-5000","-5000","","","","","","","","",""
"887616","","","","","","","-5000","-5000","-5000","","","","","",""
"889344","-5000","-5000","-5000","","","","","","","","","","","",""
"889536","3943","3943","3943","","","","","","","","","","","",""
"890624","","","","","","","4005","4005","4005","","","","","",""
"893568","","","","","","","521","521","521","","","","","",""
"893760","","","","","","","","","","3243","3243","3243","","",""
"894080","-5000","-5000","-5000","","","","","","","","","","","",""
"894784","","","","609","609","609","","","","","","","","",""
"898368","3003","3003","3003","","","","","","","","","","","",""
"898624","","","","","","","-5000","-5000","-5000","","","","","",""
"898944","","","","3335","3335","3335","","","","","","","","",""
"899328","-5000","-5000","-5000","","","","","","","","","","","",""
"899584","","","","","","","943","943","943","","","","","",""
"901248","","","","","","","","","","900","900","900","","",""
"901696","-5000","-5000","-5000","","","","","","","","","","","",""
"901760","-5000","-5000","-5000","","","","","","","","","","","",""
"902272","-5000","-5000","-5000","","","","","","","","","","","",""
"904000","","","","-5000","-5000","-5000","","","","","","","","",""
"904448","-5000","-5000","-5000","","","","","","","","","","","",""
"905472","","","","","","","","","","-5000","-5000","-5000","","",""
"908224","","","","","","","3805","3805","3805","","","","","",""
"908672","","","","801","801","801","","","","","","","","",""
"908736","","","","","","","","","","800","800","800","","",""
"909760","","","","","","","","","","-5000","-5000","-5000","","",""
"911104","","","","","","","3792","3792","3792","","","","","",""
"911232","","","","","","","","","","1303","1303","1303","","",""
"912064","3970","3970","3970","","","","","","","","","","","",""
"913472","","","","1372","1372","1372","","","","","","","","",""
"914176","","","","","","","-5000","-5000","-5000","","","","","",""
"914304","","","","","","","","","","2967","2967","2967","","",""
"914432","2658","2658","2658","","","","","","","","","","","",""
"914880","","","","2725","2725","2725","","","","","","","","",""
"916096","","","","-5000","-5000","-5000","","","","","","","","",""
"917952","","","","","","","3486","3486","3486","","","","","",""
"919808","","","","370","370","370","","","","","","","","",""
