"Step","melting_softmax_runseed=4 - training/episode/length","melting_softmax_runseed=4 - training/episode/length__MIN","melting_softmax_runseed=4 - training/episode/length__MAX","melting_softmax_runseed=3 - training/episode/length","melting_softmax_runseed=3 - training/episode/length__MIN","melting_softmax_runseed=3 - training/episode/length__MAX","melting_softmax_runseed=2 - training/episode/length","melting_softmax_runseed=2 - training/episode/length__MIN","melting_softmax_runseed=2 - training/episode/length__MAX","melting_softmax_runseed=1 - training/episode/length","melting_softmax_runseed=1 - training/episode/length__MIN","melting_softmax_runseed=1 - training/episode/length__MAX","melting_softmax_runseed=0 - training/episode/length","melting_softmax_runseed=0 - training/episode/length__MIN","melting_softmax_runseed=0 - training/episode/length__MAX"
"1435456","","","","","","","","","","","","","3368","3368","3368"
"1435712","","","","","","","","","","2462","2462","2462","","",""
"1437632","","","","1025","1025","1025","","","","","","","","",""
"1437760","","","","","","","","","","5000","5000","5000","","",""
"1437888","","","","","","","","","","","","","2468","2468","2468"
"1444416","4374","4374","4374","","","","","","","","","","","",""
"1449088","","","","","","","","","","5000","5000","5000","","",""
"1450048","","","","","","","","","","2299","2299","2299","","",""
"1458752","","","","","","","","","","854","854","854","","",""
"1458816","","","","","","","","","","5000","5000","5000","","",""
"1461184","5000","5000","5000","","","","","","","","","","","",""
"1462656","","","","1703","1703","1703","","","","","","","","",""
"1466432","","","","1870","1870","1870","","","","","","","","",""
"1471872","","","","","","","","","","","","","2914","2914","2914"
"1480320","","","","","","","","","","3131","3131","3131","","",""
"1480512","","","","5000","5000","5000","","","","","","","","",""
"1480576","","","","","","","","","","","","","3736","3736","3736"
"1482240","2243","2243","2243","","","","","","","","","","","",""
"1485888","","","","","","","","","","","","","3594","3594","3594"
"1487616","4163","4163","4163","","","","","","","","","","","",""
"1488192","","","","","","","","","","","","","5000","5000","5000"
"1493248","","","","4942","4942","4942","","","","","","","","",""
"1495424","2479","2479","2479","","","","","","","","","","","",""
"1498816","","","","","","","","","","5000","5000","5000","","",""
"1499648","","","","","","","","","","1596","1596","1596","","",""
"1503296","","","","","","","","","","","","","741","741","741"
"1505792","5000","5000","5000","","","","","","","","","","","",""
"1506752","","","","","","","","","","2044","2044","2044","","",""
"1507328","","","","","","","","","","5000","5000","5000","","",""
"1510016","","","","5000","5000","5000","","","","","","","","",""
"1513024","","","","","","","","","","","","","1714","1714","1714"
"1515840","","","","526","526","526","","","","","","","","",""
"1515968","","","","","","","5000","5000","5000","","","","","",""
"1522368","","","","","","","","","","","","","3788","3788","3788"
"1523584","","","","2646","2646","2646","","","","","","","","",""
"1523840","3011","3011","3011","","","","","","","","","","","",""
"1527168","","","","","","","","","","","","","373","373","373"
"1527552","","","","","","","","","","2754","2754","2754","","",""
"1527680","1039","1039","1039","","","","","","","","","","","",""
"1529984","","","","","","","","","","2379","2379","2379","","",""
"1530176","","","","","","","","","","","","","5000","5000","5000"
"1532160","3074","3074","3074","","","","","","","","","","","",""
"1535104","4335","4335","4335","","","","","","","","","","","",""
"1537216","","","","3869","3869","3869","","","","","","","","",""
"1537344","","","","","","","","","","2178","2178","2178","","",""
"1537792","1730","1730","1730","","","","","","","","","","","",""
"1538240","","","","3130","3130","3130","","","","","","","","",""
"1540480","","","","","","","","","","1413","1413","1413","2432","2432","2432"
"1541056","1069","1069","1069","","","","","","","","","","","",""
"1541760","","","","","","","5000","5000","5000","","","","","",""
"1543168","5000","5000","5000","","","","","","","","","","","",""
"1544384","574","574","574","","","","","","","","","","","",""
"1544448","","","","","","","5000","5000","5000","","","","","",""
"1545920","","","","","","","","","","","","","5000","5000","5000"
"1548416","","","","","","","5000","5000","5000","","","","","",""
"1549184","","","","","","","5000","5000","5000","","","","","",""
"1549376","","","","","","","","","","5000","5000","5000","2582","2582","2582"
"1549760","","","","4216","4216","4216","","","","","","","","",""
"1550336","","","","","","","","","","2416","2416","2416","","",""
"1551424","","","","","","","5000","5000","5000","","","","","",""
"1553152","","","","","","","","","","2224","2224","2224","","",""
"1555136","","","","4300","4300","4300","","","","","","","","",""
"1555328","","","","","","","","","","","","","2997","2997","2997"
"1555520","","","","4306","4306","4306","","","","","","","","",""
"1558848","","","","","","","","","","","","","1710","1710","1710"
"1561280","","","","","","","","","","5000","5000","5000","","",""
"1563264","","","","","","","","","","5000","5000","5000","","",""
"1563968","5000","5000","5000","","","","","","","","","","","",""
"1565696","","","","3546","3546","3546","","","","","","","","",""
"1566592","3072","3072","3072","","","","","","","","","","","",""
"1567040","","","","4590","4590","4590","","","","","","","","",""
"1567488","","","","","","","5000","5000","5000","","","","","",""
"1571456","","","","","","","5000","5000","5000","","","","","",""
"1571968","3105","3105","3105","","","","","","","","","","","",""
"1572032","2676","2676","2676","","","","","","","","","","","",""
"1573632","","","","","","","5000","5000","5000","","","","","",""
"1578048","","","","","","","","","","","","","1605","1605","1605"
"1582208","","","","5000","5000","5000","","","","","","","","",""
"1582400","","","","","","","5000","5000","5000","","","","","",""
"1582848","","","","","","","","","","","","","5000","5000","5000"
"1584256","","","","","","","5000","5000","5000","","","","","",""
"1585984","","","","4782","4782","4782","","","","","","","","",""
"1587648","","","","4808","4808","4808","","","","","","","","",""
"1588800","5000","5000","5000","","","","","","","","","","","",""
"1590208","","","","","","","5000","5000","5000","","","","","",""
"1590720","","","","","","","","","","5000","5000","5000","","",""
"1591552","","","","","","","","","","","","","989","989","989"
"1591872","","","","4918","4918","4918","","","","","","","","",""
"1592256","","","","","","","","","","2244","2244","2244","","",""
"1593408","","","","","","","5000","5000","5000","","","","","",""
"1593984","","","","","","","5000","5000","5000","","","","","",""
"1595648","","","","","","","5000","5000","5000","","","","","",""
"1598592","","","","","","","","","","","","","3988","3988","3988"
"1599936","","","","5000","5000","5000","5000","5000","5000","","","","","",""
"1600704","","","","5000","5000","5000","","","","","","","","",""
"1603968","","","","5000","5000","5000","","","","","","","","",""
"1611840","3330","3330","3330","","","","","","","","","","","",""
"1615552","5000","5000","5000","","","","","","","","","","","",""
"1617024","","","","1841","1841","1841","","","","","","","","",""
"1617600","","","","5000","5000","5000","","","","","","","","",""
"1619776","","","","1624","1624","1624","","","","","","","","",""
"1624896","","","","","","","","","","5000","5000","5000","","",""
"1626048","","","","","","","5000","5000","5000","","","","","",""
"1628928","","","","5000","5000","5000","","","","","","","","",""
"1630656","","","","5000","5000","5000","","","","","","","","",""
"1633728","","","","5000","5000","5000","","","","","","","","",""
"1637952","","","","","","","","","","2799","2799","2799","","",""
"1638976","","","","1910","1910","1910","","","","","","","","",""
"1645056","","","","831","831","831","","","","","","","","",""
"1649728","","","","","","","","","","","","","5000","5000","5000"
"1650816","","","","5000","5000","5000","","","","","","","","",""
"1659712","","","","4349","4349","4349","","","","","","","","",""
"1661696","","","","","","","5000","5000","5000","","","","","",""
"1665152","","","","","","","","","","","","","3420","3420","3420"
"1667840","3599","3599","3599","","","","","","","","","","","",""
"1668480","5000","5000","5000","","","","","","","","","","","",""
"1668800","","","","","","","","","","","","","1866","1866","1866"
"1676864","2261","2261","2261","","","","","","","","","","","",""
"1678016","","","","5000","5000","5000","","","","","","","","",""
"1678080","","","","5000","5000","5000","","","","","","","","",""
"1678528","","","","","","","","","","5000","5000","5000","","",""
"1684608","","","","3468","3468","3468","","","","","","","","",""
"1686592","5000","5000","5000","","","","","","","","","","","",""
"1687488","","","","","","","","","","979","979","979","","",""
"1691072","3263","3263","3263","","","","","","","","","","","",""
"1698688","","","","1015","1015","1015","","","","","","","","",""
"1700224","","","","","","","","","","4415","4415","4415","","",""
"1701248","","","","5000","5000","5000","","","","","","","","",""
"1704000","","","","4987","4987","4987","","","","","","","","",""
"1704192","","","","","","","","","","5000","5000","5000","","",""
"1704768","","","","","","","","","","","","","1638","1638","1638"
"1707200","","","","","","","","","","","","","2440","2440","2440"
"1709184","","","","","","","","","","5000","5000","5000","","",""
"1711040","5000","5000","5000","","","","","","","","","","","",""
"1716480","4819","4819","4819","","","","","","","","","","","",""
"1717184","","","","289","289","289","","","","","","","","",""
"1720960","","","","","","","","","","2662","2662","2662","","",""
"1721792","","","","5000","5000","5000","","","","","","","","",""
"1724672","","","","1217","1217","1217","","","","","","","","",""
"1724736","5000","5000","5000","","","","","","","","","","","",""
"1725952","","","","","","","","","","","","","2627","2627","2627"
"1727296","","","","","","","","","","","","","5000","5000","5000"
"1730816","","","","","","","","","","5000","5000","5000","","",""
"1732032","","","","","","","","","","","","","5000","5000","5000"
"1733952","","","","5000","5000","5000","","","","","","","","",""
"1734720","","","","2061","2061","2061","","","","","","","","",""
"1736064","","","","2345","2345","2345","","","","","","","","",""
"1736704","","","","","","","","","","5000","5000","5000","","",""
"1739008","","","","","","","","","","","","","5000","5000","5000"
"1741888","","","","2016","2016","2016","","","","","","","","",""
"1744064","","","","3445","3445","3445","","","","","","","","",""
"1746176","","","","5000","5000","5000","","","","","","","","",""
"1746688","5000","5000","5000","","","","","","","","","","","",""
"1752768","","","","","","","","","","","","","5000","5000","5000"
"1753728","","","","454","454","454","","","","","","","","",""
"1754048","","","","1188","1188","1188","","","","","","","","",""
"1755712","","","","","","","","","","5000","5000","5000","","",""
"1757120","5000","5000","5000","","","","","","","","","","","",""
"1759232","","","","2489","2489","2489","","","","","","","","",""
"1762432","","","","","","","","","","","","","5000","5000","5000"
"1763072","","","","358","358","358","","","","","","","","",""
"1763904","","","","979","979","979","","","","","","","","",""
"1765568","","","","","","","","","","","","","5000","5000","5000"
"1768640","","","","","","","","","","","","","5000","5000","5000"
"1780736","","","","","","","","","","","","","2047","2047","2047"
"1781248","","","","","","","","","","","","","4973","4973","4973"
"1786432","","","","5000","5000","5000","","","","","","","","",""
"1788544","","","","695","695","695","","","","","","","","",""
"1794816","","","","5000","5000","5000","","","","","","","","",""
"1795264","1567","1567","1567","","","","","","","","","","","",""
"1795968","","","","2397","2397","2397","","","","","","","","",""
"1797120","","","","1860","1860","1860","","","","","","","","",""
"1800960","","","","","","","","","","2045","2045","2045","","",""
"1801728","","","","","","","","","","5000","5000","5000","","",""
"1810176","","","","3273","3273","3273","","","","","","","","",""
"1812224","","","","5000","5000","5000","","","","","","","","",""
"1815424","5000","5000","5000","","","","","","","1660","1660","1660","","",""
"1816640","3100","3100","3100","","","","","","","","","","","",""
"1818816","","","","","","","","","","5000","5000","5000","","",""
"1825408","","","","","","","","","","2476","2476","2476","","",""
"1825472","5000","5000","5000","","","","","","","","","","","",""
"1826496","","","","1434","1434","1434","","","","","","","","",""
"1826752","","","","","","","","","","5000","5000","5000","","",""
"1829440","","","","","","","","","","2849","2849","2849","","",""
"1831360","","","","","","","","","","","","","2465","2465","2465"
"1833536","2657","2657","2657","","","","","","","","","","","",""
"1834176","1294","1294","1294","","","","","","","","","","","",""
"1834560","","","","","","","","","","5000","5000","5000","","",""
"1835072","","","","","","","","","","1969","1969","1969","","",""
"1835968","","","","","","","5000","5000","5000","","","","","",""
"1837056","4834","4834","4834","","","","","","","","","","","",""
"1837248","5000","5000","5000","","","","","","","","","","","",""
"1840192","","","","5000","5000","5000","","","","","","","","",""
"1842944","","","","","","","","","","","","","5000","5000","5000"
"1844160","","","","3816","3816","3816","","","","","","","","",""
"1845696","","","","5000","5000","5000","","","","","","","","",""
"1846208","","","","3482","3482","3482","","","","","","","","",""
"1846592","2430","2430","2430","","","","","","","","","","","",""
"1847552","","","","","","","","","","5000","5000","5000","","",""
"1847616","","","","","","","","","","","","","1234","1234","1234"
"1850048","","","","","","","","","","","","","1083","1083","1083"
"1850432","","","","3461","3461","3461","","","","","","","","",""
"1850624","","","","","","","","","","","","","5000","5000","5000"
"1851904","","","","5000","5000","5000","","","","","","","","",""
"1857216","","","","5000","5000","5000","","","","","","","","",""
"1857856","","","","","","","","","","4197","4197","4197","","",""
"1858432","","","","2716","2716","2716","","","","","","","","",""
"1858496","","","","","","","","","","1995","1995","1995","","",""
"1860160","1773","1773","1773","","","","","","","","","","","",""
"1861760","","","","","","","5000","5000","5000","","","","","",""
"1864448","","","","","","","5000","5000","5000","","","","","",""
"1865920","","","","","","","","","","","","","5000","5000","5000"
"1868416","","","","","","","5000","5000","5000","","","","","",""
