"Step","melting_self_runseed=4 - training/episode/length","melting_self_runseed=4 - training/episode/length__MIN","melting_self_runseed=4 - training/episode/length__MAX","melting_self_runseed=3 - training/episode/length","melting_self_runseed=3 - training/episode/length__MIN","melting_self_runseed=3 - training/episode/length__MAX","melting_self_runseed=2 - training/episode/length","melting_self_runseed=2 - training/episode/length__MIN","melting_self_runseed=2 - training/episode/length__MAX","melting_self_runseed=1 - training/episode/length","melting_self_runseed=1 - training/episode/length__MIN","melting_self_runseed=1 - training/episode/length__MAX","melting_self_runseed=0 - training/episode/length","melting_self_runseed=0 - training/episode/length__MIN","melting_self_runseed=0 - training/episode/length__MAX"
"1383744","1875","1875","1875","","","","","","","2777","2777","2777","","",""
"1383808","3194","3194","3194","","","","","","","","","","","",""
"1385344","","","","819","819","819","","","","","","","","",""
"1387520","","","","5000","5000","5000","","","","","","","","",""
"1388480","","","","","","","5000","5000","5000","1233","1233","1233","","",""
"1389952","1255","1255","1255","","","","","","","","","","","",""
"1391744","","","","","","","","","","","","","2441","2441","2441"
"1393536","","","","","","","5000","5000","5000","","","","","",""
"1393600","","","","","","","3921","3921","3921","","","","","",""
"1395904","5000","5000","5000","","","","","","","","","","","",""
"1404928","","","","","","","","","","","","","806","806","806"
"1405056","","","","","","","3786","3786","3786","","","","","",""
"1405696","","","","","","","","","","2582","2582","2582","","",""
"1406080","","","","","","","","","","5000","5000","5000","","",""
"1408768","","","","","","","","","","4870","4870","4870","","",""
"1409536","","","","","","","","","","","","","5000","5000","5000"
"1411968","5000","5000","5000","","","","","","","","","","","",""
"1412160","","","","","","","","","","","","","5000","5000","5000"
"1414080","","","","","","","","","","3214","3214","3214","","",""
"1414848","","","","3571","3571","3571","","","","","","","","",""
"1420096","","","","","","","","","","","","","2540","2540","2540"
"1420224","","","","","","","","","","","","","716","716","716"
"1422336","","","","2082","2082","2082","","","","","","","","",""
"1423808","","","","2094","2094","2094","","","","","","","","",""
"1426112","","","","","","","","","","","","","3260","3260","3260"
"1427456","","","","2305","2305","2305","","","","","","","","",""
"1436672","","","","3797","3797","3797","","","","","","","","",""
"1440832","","","","","","","","","","2930","2930","2930","","",""
"1443264","","","","","","","","","","","","","1515","1515","1515"
"1444864","5000","5000","5000","","","","","","","","","","","",""
"1449024","5000","5000","5000","","","","","","","","","","","",""
"1449088","","","","","","","5000","5000","5000","","","","","",""
"1455616","","","","471","471","471","","","","","","","","",""
"1457024","","","","","","","","","","","","","5000","5000","5000"
"1461952","","","","5000","5000","5000","","","","","","","","",""
"1463936","419","419","419","","","","","","","","","","","",""
"1467520","","","","","","","","","","4762","4762","4762","","",""
"1471872","","","","","","","","","","3648","3648","3648","","",""
"1476800","","","","","","","","","","5000","5000","5000","","",""
"1479296","","","","","","","","","","","","","1606","1606","1606"
"1479808","","","","4701","4701","4701","","","","","","","","",""
"1479936","","","","","","","","","","814","814","814","","",""
"1483840","","","","","","","","","","","","","5000","5000","5000"
"1490880","5000","5000","5000","","","","","","","","","","","",""
"1494080","471","471","471","","","","","","","5000","5000","5000","","",""
"1500480","5000","5000","5000","","","","","","","","","","","",""
"1502336","472","472","472","","","","","","","","","","","",""
"1505216","","","","","","","","","","","","","339","339","339"
"1507584","","","","","","","","","","","","","1050","1050","1050"
"1508480","","","","","","","","","","5000","5000","5000","","",""
"1513664","","","","","","","","","","","","","4398","4398","4398"
"1515456","","","","1402","1402","1402","","","","","","","","",""
"1518656","","","","","","","","","","","","","1983","1983","1983"
"1525056","1253","1253","1253","","","","","","","","","","","",""
"1526080","828","828","828","","","","","","","","","","","",""
"1533952","","","","","","","5000","5000","5000","","","","","",""
"1534400","","","","1711","1711","1711","","","","","","","","",""
"1536512","","","","","","","","","","3118","3118","3118","","",""
"1539392","","","","","","","5000","5000","5000","","","","","",""
"1542272","1457","1457","1457","","","","","","","","","","","",""
"1543360","","","","1708","1708","1708","","","","","","","","",""
"1549056","","","","","","","5000","5000","5000","","","","","",""
"1549376","","","","","","","","","","5000","5000","5000","","",""
"1550336","","","","","","","","","","2671","2671","2671","","",""
"1550720","2419","2419","2419","","","","","","","","","","","",""
"1552576","","","","","","","","","","","","","5000","5000","5000"
"1552768","","","","","","","","","","2056","2056","2056","","",""
"1554304","","","","","","","","","","","","","737","737","737"
"1557632","5000","5000","5000","","","","","","","","","","","",""
"1560320","","","","","","","","","","","","","824","824","824"
"1563264","","","","","","","","","","","","","1241","1241","1241"
"1566208","1019","1019","1019","","","","","","","","","","","",""
"1572224","","","","","","","3221","3221","3221","","","","","",""
"1572480","","","","4464","4464","4464","","","","","","","","",""
"1579584","","","","","","","","","","","","","651","651","651"
"1585280","","","","","","","998","998","998","","","","","",""
"1587840","1789","1789","1789","","","","","","","","","","","",""
"1588480","","","","","","","","","","","","","5000","5000","5000"
"1590848","","","","","","","","","","","","","5000","5000","5000"
"1592704","","","","","","","856","856","856","","","","","",""
"1593920","","","","4706","4706","4706","","","","","","","","",""
"1597248","","","","","","","3185","3185","3185","","","","","",""
"1598208","","","","","","","","","","1766","1766","1766","","",""
"1599936","","","","","","","5000","5000","5000","5000","5000","5000","","",""
"1604544","","","","2883","2883","2883","","","","","","","","",""
"1604864","","","","","","","","","","5000","5000","5000","","",""
"1605568","","","","","","","","","","5000","5000","5000","","",""
"1606784","","","","","","","","","","","","","1985","1985","1985"
"1607680","","","","","","","5000","5000","5000","","","","","",""
"1609728","","","","","","","","","","","","","2601","2601","2601"
"1612032","","","","","","","","","","","","","1459","1459","1459"
"1614272","","","","","","","","","","3253","3253","3253","","",""
"1615488","","","","5000","5000","5000","","","","","","","","",""
"1617216","","","","673","673","673","","","","","","","","",""
"1619072","","","","5000","5000","5000","","","","","","","","",""
"1620288","","","","","","","","","","","","","3126","3126","3126"
"1620608","","","","","","","5000","5000","5000","","","","","",""
"1621184","","","","3541","3541","3541","","","","","","","","",""
"1625088","","","","","","","5000","5000","5000","","","","","",""
"1626880","","","","","","","1092","1092","1092","","","","","",""
"1627008","","","","","","","1369","1369","1369","","","","","",""
"1629504","","","","4935","4935","4935","","","","","","","","",""
"1637760","","","","","","","","","","","","","1331","1331","1331"
"1639104","","","","","","","","","","2041","2041","2041","","",""
"1646336","5000","5000","5000","","","","","","","","","","","",""
"1651840","4819","4819","4819","","","","","","","","","","","",""
"1656960","","","","","","","3936","3936","3936","","","","","",""
"1657024","","","","","","","","","","","","","2825","2825","2825"
"1658368","1003","1003","1003","","","","","","","","","","","",""
"1658816","5000","5000","5000","","","","","","","","","","","",""
"1659072","","","","5000","5000","5000","","","","","","","","",""
"1659968","","","","339","339","339","","","","","","","","",""
"1664704","","","","","","","","","","","","","5000","5000","5000"
"1665792","","","","","","","","","","5000","5000","5000","","",""
"1666368","","","","","","","1833","1833","1833","","","","","",""
"1667008","","","","","","","4668","4668","4668","","","","","",""
"1669888","","","","","","","","","","825","825","825","","",""
"1671808","","","","1691","1691","1691","","","","","","","5000","5000","5000"
"1681536","","","","5000","5000","5000","","","","","","","","",""
"1683584","","","","","","","5000","5000","5000","","","","","",""
"1684672","","","","","","","1757","1757","1757","","","","","",""
"1685568","5000","5000","5000","","","","","","","","","","","",""
"1685952","","","","","","","1366","1366","1366","","","","","",""
"1686080","","","","","","","","","","","","","1596","1596","1596"
"1689344","","","","","","","5000","5000","5000","","","","","",""
"1691904","","","","5000","5000","5000","","","","","","","","",""
"1691968","","","","","","","","","","1438","1438","1438","","",""
"1694912","","","","","","","","","","","","","2197","2197","2197"
"1698048","","","","","","","5000","5000","5000","","","","","",""
"1709952","5000","5000","5000","","","","","","","","","","","",""
"1712832","","","","","","","","","","2568","2568","2568","","",""
"1715008","","","","","","","","","","","","","4259","4259","4259"
"1719424","","","","","","","5000","5000","5000","","","","3845","3845","3845"
"1720128","","","","","","","3202","3202","3202","","","","","",""
"1728128","","","","","","","470","470","470","","","","","",""
"1728384","2487","2487","2487","","","","","","","","","","","",""
"1729344","1211","1211","1211","","","","","","","","","","","",""
"1731264","925","925","925","","","","","","","","","","","",""
"1739648","","","","5000","5000","5000","","","","","","","","",""
"1746304","","","","5000","5000","5000","","","","","","","","",""
"1746560","","","","4677","4677","4677","","","","","","","","",""
"1748864","","","","5000","5000","5000","","","","","","","","",""
"1750016","","","","","","","","","","","","","3242","3242","3242"
"1750400","","","","5000","5000","5000","","","","","","","","",""
"1754624","","","","","","","","","","2345","2345","2345","","",""
"1755072","","","","","","","","","","3214","3214","3214","","",""
"1756032","1214","1214","1214","","","","","","","","","","","",""
"1758272","","","","","","","2151","2151","2151","","","","","",""
"1761792","","","","","","","1205","1205","1205","","","","","",""
"1764416","","","","","","","","","","","","","504","504","504"
"1766784","","","","","","","","","","3358","3358","3358","","",""
"1771648","","","","","","","","","","4624","4624","4624","","",""
"1773568","","","","","","","","","","2625","2625","2625","","",""
"1775616","","","","","","","4736","4736","4736","","","","","",""
"1776192","","","","","","","","","","","","","5000","5000","5000"
"1776768","2044","2044","2044","","","","","","","","","","","",""
"1776896","","","","","","","","","","","","","3548","3548","3548"
"1782336","","","","3673","3673","3673","","","","","","","","",""
"1784896","","","","","","","2769","2769","2769","","","","","",""
"1786560","2893","2893","2893","","","","","","","","","","","",""
"1788672","","","","","","","","","","","","","1151","1151","1151"
"1791680","","","","","","","","","","","","","2678","2678","2678"
"1792768","","","","986","986","986","","","","","","","","",""
"1793472","","","","","","","","","","","","","1157","1157","1157"
"1795520","","","","","","","","","","","","","3262","3262","3262"
"1797568","","","","4785","4785","4785","","","","","","","","",""
"1803392","3706","3706","3706","","","","","","","","","","","",""
"1804032","","","","","","","3231","3231","3231","","","","","",""
"1804992","","","","1278","1278","1278","","","","","","","","",""
"1806848","","","","","","","","","","","","","3412","3412","3412"
"1807616","2005","2005","2005","","","","","","","","","","","",""
"1807872","2847","2847","2847","","","","","","","","","","","",""
"1808128","","","","","","","","","","339","339","339","","",""
"1808256","","","","","","","2982","2982","2982","","","","","",""
"1810432","","","","","","","","","","","","","5000","5000","5000"
"1811136","1226","1226","1226","","","","","","","","","","","",""
"1812992","","","","","","","5000","5000","5000","","","","","",""
"1814080","","","","","","","","","","5000","5000","5000","","",""
"1816576","","","","","","","5000","5000","5000","","","","","",""
"1816896","3152","3152","3152","","","","","","","","","","","",""
"1819008","","","","","","","","","","","","","1675","1675","1675"
"1819520","3625","3625","3625","","","","","","","","","","","",""
"1826624","","","","","","","","","","5000","5000","5000","","",""
"1827456","","","","","","","","","","","","","1511","1511","1511"
"1828800","","","","","","","1102","1102","1102","","","","","",""
"1830976","1363","1363","1363","","","","","","","","","","","",""
"1833408","","","","","","","838","838","838","","","","","",""
"1834560","","","","","","","","","","","","","5000","5000","5000"
"1838400","","","","","","","","","","","","","3286","3286","3286"
"1842432","","","","","","","","","","","","","733","733","733"
"1843136","","","","","","","1543","1543","1543","","","","","",""
"1847872","","","","","","","3874","3874","3874","","","","","",""
"1848320","1557","1557","1557","","","","","","","","","","","",""
"1849600","","","","","","","5000","5000","5000","","","","","",""
"1849856","","","","","","","","","","4814","4814","4814","","",""
"1851840","2475","2475","2475","","","","","","","","","","","",""
"1852672","","","","","","","5000","5000","5000","","","","","",""
"1856704","","","","","","","","","","5000","5000","5000","","",""
"1857216","","","","","","","","","","","","","1014","1014","1014"
"1857280","","","","1340","1340","1340","","","","","","","","",""
"1857344","4287","4287","4287","","","","","","","","","","","",""
"1858880","2035","2035","2035","","","","","","","","","","","",""
"1859328","5000","5000","5000","","","","","","","","","","","",""
"1862080","","","","4989","4989","4989","","","","","","","","",""
"1862272","5000","5000","5000","","","","","","","","","","","",""
"1862400","","","","","","","597","597","597","","","","","",""
"1862592","","","","","","","","","","","","","5000","5000","5000"
"1863680","2562","2562","2562","","","","","","","","","","","",""
"1865408","","","","","","","","","","2266","2266","2266","","",""
"1866944","","","","1084","1084","1084","","","","","","","","",""
"1868544","","","","","","","","","","5000","5000","5000","","",""
"1870336","","","","","","","","","","","","","4259","4259","4259"
"1872128","","","","","","","2276","2276","2276","","","","","",""
"1873216","","","","5000","5000","5000","","","","","","","","",""
"1876160","","","","","","","3703","3703","3703","","","","","",""
"1879296","","","","5000","5000","5000","","","","","","","","",""
"1882368","","","","","","","","","","5000","5000","5000","","",""
"1883264","","","","","","","","","","5000","5000","5000","","",""
"1892480","","","","5000","5000","5000","","","","","","","","",""
"1896064","","","","","","","","","","","","","5000","5000","5000"
"1898624","","","","","","","","","","2928","2928","2928","","",""
"1899584","","","","","","","","","","","","","5000","5000","5000"
