"Step","a3c_runseed=4 - training/episode/reward","a3c_runseed=4 - training/episode/reward__MIN","a3c_runseed=4 - training/episode/reward__MAX","a3c_runseed=3 - training/episode/reward","a3c_runseed=3 - training/episode/reward__MIN","a3c_runseed=3 - training/episode/reward__MAX","a3c_runseed=2 - training/episode/reward","a3c_runseed=2 - training/episode/reward__MIN","a3c_runseed=2 - training/episode/reward__MAX","a3c_runseed=1 - training/episode/reward","a3c_runseed=1 - training/episode/reward__MIN","a3c_runseed=1 - training/episode/reward__MAX","a3c_runseed=0 - training/episode/reward","a3c_runseed=0 - training/episode/reward__MIN","a3c_runseed=0 - training/episode/reward__MAX"
"1033216","-5000","-5000","-5000","","","","","","","","","","","",""
"1033728","-5000","-5000","-5000","","","","","","","","","","","",""
"1033984","","","","","","","","","","1990","1990","1990","","",""
"1034944","","","","","","","","","","-5000","-5000","-5000","","",""
"1035328","2698","2698","2698","","","","","","","","","","","",""
"1036928","2746","2746","2746","","","","","","","","","","","",""
"1037568","","","","","","","","","","2039","2039","2039","","",""
"1039040","","","","","","","","","","","","","2564","2564","2564"
"1040448","4019","4019","4019","","","","","","","","","","","",""
"1040512","","","","","","","","","","937","937","937","","",""
"1048320","","","","","","","","","","-5000","-5000","-5000","","",""
"1049088","890","890","890","","","","","","","","","","","",""
"1050240","","","","-5000","-5000","-5000","","","","","","","","",""
"1050944","","","","","","","2103","2103","2103","","","","","",""
"1053632","","","","","","","","","","2683","2683","2683","","",""
"1055104","","","","","","","1494","1494","1494","","","","","",""
"1056832","","","","","","","","","","","","","-5000","-5000","-5000"
"1057536","","","","","","","","","","-5000","-5000","-5000","","",""
"1057984","","","","","","","632","632","632","","","","","",""
"1060800","","","","","","","865","865","865","","","","","",""
"1062464","1373","1373","1373","","","","","","","","","","","",""
"1064128","","","","","","","","","","","","","2341","2341","2341"
"1065152","","","","","","","-5000","-5000","-5000","","","","","",""
"1066496","","","","","","","","","","3335","3335","3335","","",""
"1068352","","","","3211","3211","3211","","","","","","","","",""
"1071232","","","","","","","","","","","","","1956","1956","1956"
"1071872","","","","","","","","","","1433","1433","1433","","",""
"1072064","","","","2203","2203","2203","","","","","","","","",""
"1074688","","","","","","","","","","","","","4249","4249","4249"
"1075136","2142","2142","2142","","","","","","","","","","","",""
"1078656","","","","","","","","","","","","","1667","1667","1667"
"1079616","","","","","","","","","","","","","2710","2710","2710"
"1081856","","","","","","","","","","-5000","-5000","-5000","","",""
"1082752","","","","","","","","","","3002","3002","3002","","",""
"1084800","","","","","","","3966","3966","3966","","","","","",""
"1084992","","","","","","","","","","-5000","-5000","-5000","","",""
"1086272","","","","","","","","","","","","","4256","4256","4256"
"1089088","","","","","","","","","","3166","3166","3166","","",""
"1092224","","","","","","","4509","4509","4509","","","","","",""
"1092416","","","","-5000","-5000","-5000","","","","","","","","",""
"1092608","","","","-5000","-5000","-5000","","","","","","","","",""
"1096064","","","","","","","","","","","","","-5000","-5000","-5000"
"1096128","","","","","","","","","","-5000","-5000","-5000","","",""
"1096384","","","","","","","","","","","","","1704","1704","1704"
"1097024","","","","","","","2643","2643","2643","","","","","",""
"1098176","","","","","","","","","","-5000","-5000","-5000","","",""
"1098368","-5000","-5000","-5000","","","","","","","","","","","",""
"1100928","","","","","","","","","","","","","-5000","-5000","-5000"
"1102272","","","","","","","","","","","","","3124","3124","3124"
"1104000","","","","","","","","","","","","","4083","4083","4083"
"1104960","","","","3599","3599","3599","","","","","","","","",""
"1106560","","","","","","","","","","1866","1866","1866","","",""
"1106752","1704","1704","1704","","","","","","","","","","","",""
"1106816","","","","","","","1645","1645","1645","","","","","",""
"1110080","","","","","","","","","","-5000","-5000","-5000","","",""
"1110976","","","","947","947","947","","","","","","","","",""
"1115264","","","","","","","","","","-5000","-5000","-5000","","",""
"1115328","","","","","","","","","","","","","3347","3347","3347"
"1115584","","","","","","","2133","2133","2133","","","","","",""
"1115840","2890","2890","2890","","","","","","","","","","","",""
"1117248","","","","","","","1223","1223","1223","","","","","",""
"1117376","","","","","","","","","","","","","1763","1763","1763"
"1117696","","","","818","818","818","","","","","","","","",""
"1117824","","","","1650","1650","1650","","","","","","","","",""
"1117888","","","","","","","","","","-5000","-5000","-5000","","",""
"1118464","","","","-5000","-5000","-5000","","","","","","","","",""
"1119296","-5000","-5000","-5000","","","","","","","","","","","",""
"1122752","","","","","","","3522","3522","3522","","","","","",""
"1123200","","","","","","","","","","1832","1832","1832","","",""
"1124032","","","","","","","","","","3004","3004","3004","","",""
"1124544","","","","","","","3810","3810","3810","","","","","",""
"1125632","","","","","","","-5000","-5000","-5000","","","","","",""
"1126912","","","","","","","","","","-5000","-5000","-5000","","",""
"1127040","","","","","","","","","","","","","-5000","-5000","-5000"
"1127296","","","","","","","","","","-5000","-5000","-5000","","",""
"1131200","","","","","","","625","625","625","","","","","",""
"1132928","","","","","","","","","","735","735","735","","",""
"1134464","","","","","","","3771","3771","3771","","","","","",""
"1135296","-5000","-5000","-5000","","","","","","","","","","","",""
"1136128","","","","","","","","","","","","","73","73","73"
"1137920","","","","","","","","","","","","","1195","1195","1195"
"1140160","","","","","","","","","","3574","3574","3574","","",""
"1145536","","","","3847","3847","3847","","","","","","","","",""
"1146880","","","","2638","2638","2638","","","","","","","","",""
"1147840","3675","3675","3675","","","","","","","","","","","",""
"1147904","","","","","","","","","","4409","4409","4409","","",""
"1150720","3527","3527","3527","","","","","","","","","","","",""
"1150784","","","","","","","","","","","","","4221","4221","4221"
"1151808","3931","3931","3931","","","","","","","4130","4130","4130","","",""
"1152192","","","","","","","","","","","","","3260","3260","3260"
"1153408","","","","","","","","","","","","","1548","1548","1548"
"1153856","","","","","","","4402","4402","4402","","","","","",""
"1163328","","","","","","","","","","","","","2710","2710","2710"
"1164288","","","","","","","-5000","-5000","-5000","","","","","",""
"1165248","","","","","","","1144","1144","1144","","","","","",""
"1165952","","","","","","","2603","2603","2603","","","","","",""
"1167296","","","","109","109","109","","","","","","","","",""
"1169216","","","","","","","","","","3838","3838","3838","","",""
"1169728","","","","","","","2608","2608","2608","","","","","",""
"1169920","","","","","","","","","","","","","3945","3945","3945"
"1170944","","","","","","","","","","1703","1703","1703","","",""
"1171392","-5000","-5000","-5000","","","","","","","","","","","",""
"1171840","","","","4193","4193","4193","","","","","","","","",""
"1172928","3887","3887","3887","","","","","","","","","","","",""
"1175808","463","463","463","","","","","","","","","","","",""
"1178560","","","","","","","","","","","","","3098","3098","3098"
"1179584","3170","3170","3170","","","","","","","","","","","",""
"1181056","","","","","","","","","","211","211","211","","",""
"1183040","","","","","","","","","","3805","3805","3805","","",""
"1185024","","","","","","","4227","4227","4227","","","","","",""
"1185152","","","","","","","","","","","","","-5000","-5000","-5000"
"1186496","","","","","","","","","","","","","2189","2189","2189"
"1187456","381","381","381","","","","","","","","","","","",""
"1188416","","","","995","995","995","","","","","","","","",""
"1189760","-5000","-5000","-5000","","","","","","","","","","","",""
"1190784","2571","2571","2571","","","","","","","","","","","",""
"1191296","1385","1385","1385","","","","","","","","","","","",""
"1192448","4303","4303","4303","","","","","","","","","","","",""
"1194816","","","","","","","","","","-5000","-5000","-5000","","",""
"1195264","","","","","","","","","","2374","2374","2374","","",""
"1197312","","","","","","","","","","67","67","67","","",""
"1197376","","","","","","","","","","","","","1558","1558","1558"
"1198080","","","","","","","","","","4188","4188","4188","","",""
"1201024","","","","","","","","","","","","","10","10","10"
"1201984","","","","","","","","","","-5000","-5000","-5000","","",""
"1202304","","","","-5000","-5000","-5000","","","","","","","","",""
"1204416","","","","","","","","","","3134","3134","3134","","",""
"1205824","","","","2910","2910","2910","","","","","","","","",""
"1207104","1407","1407","1407","","","","","","","","","","","",""
"1211264","-5000","-5000","-5000","","","","","","","","","","","",""
"1211392","","","","","","","","","","","","","3203","3203","3203"
"1213632","","","","3585","3585","3585","","","","","","","","",""
"1215616","4065","4065","4065","","","","","","","","","","","",""
"1216256","-5000","-5000","-5000","","","","","","","","","","","",""
"1219840","","","","2626","2626","2626","","","","","","","","",""
"1226176","4272","4272","4272","","","","","","","","","","","",""
"1227008","","","","","","","","","","1728","1728","1728","","",""
"1229056","","","","795","795","795","","","","","","","","",""
"1229888","4283","4283","4283","","","","","","","","","","","",""
"1231808","","","","","","","","","","3303","3303","3303","","",""
"1232000","","","","","","","","","","","","","3530","3530","3530"
"1232832","-5000","-5000","-5000","","","","","","","","","","","",""
"1237568","","","","1128","1128","1128","","","","","","","","",""
"1241344","","","","","","","","","","","","","923","923","923"
"1242688","","","","","","","","","","","","","-5000","-5000","-5000"
"1243520","","","","","","","","","","2971","2971","2971","","",""
"1245376","3844","3844","3844","","","","","","","","","","","",""
"1245632","-5000","-5000","-5000","","","","","","","","","","","",""
"1247424","-5000","-5000","-5000","","","","","","","","","","","",""
"1248320","","","","1664","1664","1664","","","","","","","","",""
"1248384","","","","493","493","493","","","","","","","","",""
"1249600","","","","","","","","","","","","","3497","3497","3497"
"1252416","","","","","","","","","","","","","2285","2285","2285"
"1252800","","","","","","","2620","2620","2620","","","","","",""
"1256192","3699","3699","3699","","","","","","","","","","","",""
"1262016","","","","","","","-5000","-5000","-5000","","","","","",""
"1263168","","","","","","","","","","2011","2011","2011","","",""
"1264640","","","","","","","","","","2942","2942","2942","","",""
"1265024","","","","","","","-5000","-5000","-5000","","","","","",""
"1266560","","","","-5000","-5000","-5000","","","","","","","","",""
"1272320","","","","","","","","","","","","","2885","2885","2885"
"1274176","","","","","","","","","","","","","3506","3506","3506"
"1275584","","","","","","","","","","2228","2228","2228","","",""
"1276736","","","","","","","","","","2798","2798","2798","","",""
"1277760","","","","2934","2934","2934","","","","","","","","",""
"1278912","","","","","","","-5000","-5000","-5000","","","","","",""
"1279936","","","","","","","","","","-5000","-5000","-5000","","",""
"1283712","3556","3556","3556","","","","","","","","","","","",""
"1287360","","","","","","","","","","3302","3302","3302","","",""
"1290176","","","","","","","","","","","","","-5000","-5000","-5000"
"1291712","","","","132","132","132","","","","","","","","",""
"1295296","","","","","","","528","528","528","","","","","",""
"1295424","","","","","","","","","","-5000","-5000","-5000","","",""
"1296512","","","","","","","","","","","","","3395","3395","3395"
"1298560","","","","","","","","","","","","","2691","2691","2691"
"1298816","","","","","","","-5000","-5000","-5000","","","","","",""
"1301056","","","","","","","","","","","","","727","727","727"
"1301184","","","","","","","","","","996","996","996","","",""
"1303424","","","","-5000","-5000","-5000","","","","","","","","",""
"1303808","","","","","","","","","","","","","697","697","697"
"1304512","","","","","","","","","","","","","3242","3242","3242"
"1312128","","","","","","","","","","","","","419","419","419"
"1312768","","","","","","","978","978","978","","","","","",""
"1314880","","","","","","","","","","","","","3368","3368","3368"
"1318784","","","","","","","","","","","","","4014","4014","4014"
"1319488","","","","","","","","","","1590","1590","1590","","",""
"1320832","4197","4197","4197","","","","","","","","","","","",""
"1323904","","","","","","","","","","3168","3168","3168","","",""
"1323968","","","","","","","771","771","771","","","","","",""
"1325056","1731","1731","1731","","","","","","","","","","","",""
"1326016","","","","","","","","","","1707","1707","1707","","",""
"1326080","","","","","","","","","","","","","163","163","163"
"1327040","","","","2269","2269","2269","","","","","","","","",""
"1328704","","","","3025","3025","3025","","","","","","","","",""
"1331840","4177","4177","4177","","","","","","","","","","","",""
"1332480","","","","","","","","","","","","","3705","3705","3705"
"1334912","3574","3574","3574","","","","","","","","","","","",""
"1335424","","","","","","","","","","","","","-5000","-5000","-5000"
"1337088","","","","","","","","","","","","","2388","2388","2388"
"1341568","","","","4120","4120","4120","","","","","","","","",""
"1341696","","","","2444","2444","2444","","","","","","","","",""
"1343936","","","","","","","","","","","","","-5000","-5000","-5000"
"1345472","-5000","-5000","-5000","","","","","","","","","","","",""
"1347264","2175","2175","2175","","","","","","","","","","","",""
"1349696","","","","","","","","","","","","","-5000","-5000","-5000"
"1351232","-5000","-5000","-5000","","","","","","","","","","","",""
"1354816","","","","","","","1831","1831","1831","","","","","",""
"1357120","","","","","","","","","","","","","4085","4085","4085"
"1357696","","","","4547","4547","4547","","","","","","","","",""
"1361344","","","","-5000","-5000","-5000","","","","","","","","",""
"1362048","","","","","","","2240","2240","2240","","","","","",""
"1362688","","","","1184","1184","1184","","","","","","","","",""
